Generated by http://statistics.gov.scot,2020-09-15T08:56:14+00:00
http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries,Population Estimates (Current Geographic Boundaries)
Reference Period,2018
Age,All
Sex,All
Measure (cell values): ,Count(People)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S01009651,New Gilston and Upper Largo,988
http://statistics.gov.scot/id/statistical-geography/S01007046,New Pitsligo - 01,549
http://statistics.gov.scot/id/statistical-geography/S01007047,New Pitsligo - 02,641
http://statistics.gov.scot/id/statistical-geography/S01007048,New Pitsligo - 03,849
http://statistics.gov.scot/id/statistical-geography/S01007049,New Pitsligo - 04,926
http://statistics.gov.scot/id/statistical-geography/S01008845,New Town East and Gayfield - 01,905
http://statistics.gov.scot/id/statistical-geography/S01008846,New Town East and Gayfield - 02,676
http://statistics.gov.scot/id/statistical-geography/S01008847,New Town East and Gayfield - 03,644
http://statistics.gov.scot/id/statistical-geography/S01008848,New Town East and Gayfield - 04,636
http://statistics.gov.scot/id/statistical-geography/S01008849,New Town West - 01,724
http://statistics.gov.scot/id/statistical-geography/S01008850,New Town West - 02,689
http://statistics.gov.scot/id/statistical-geography/S01008851,New Town West - 03,993
http://statistics.gov.scot/id/statistical-geography/S01008852,New Town West - 04,970
http://statistics.gov.scot/id/statistical-geography/S01011452,Newarthill - 01,880
http://statistics.gov.scot/id/statistical-geography/S01011453,Newarthill - 02,668
http://statistics.gov.scot/id/statistical-geography/S01011454,Newarthill - 03,749
http://statistics.gov.scot/id/statistical-geography/S01011455,Newarthill - 04,721
http://statistics.gov.scot/id/statistical-geography/S01010985,Newbattle and Dalhousie - 01,636
http://statistics.gov.scot/id/statistical-geography/S01010986,Newbattle and Dalhousie - 02,566
http://statistics.gov.scot/id/statistical-geography/S01010987,Newbattle and Dalhousie - 03,656
http://statistics.gov.scot/id/statistical-geography/S01010988,Newbattle and Dalhousie - 04,610
http://statistics.gov.scot/id/statistical-geography/S01010989,Newbattle and Dalhousie - 05,1258
http://statistics.gov.scot/id/statistical-geography/S01010990,Newbattle and Dalhousie - 06,787
http://statistics.gov.scot/id/statistical-geography/S01010991,Newbattle and Dalhousie - 07,2753
http://statistics.gov.scot/id/statistical-geography/S01010992,Newbattle and Dalhousie - 08,619
http://statistics.gov.scot/id/statistical-geography/S01010993,Newbattle and Dalhousie - 09,570
http://statistics.gov.scot/id/statistical-geography/S01009679,Newburgh East,932
http://statistics.gov.scot/id/statistical-geography/S01009678,Newburgh North East and Braeside of Lindores,566
http://statistics.gov.scot/id/statistical-geography/S01009680,Newburgh West and Lochmill,767
http://statistics.gov.scot/id/statistical-geography/S01009551,Newcastle East,491
http://statistics.gov.scot/id/statistical-geography/S01009550,Newcastle West,531
http://statistics.gov.scot/id/statistical-geography/S01012354,Newcastleton,798
http://statistics.gov.scot/id/statistical-geography/S01008599,Newington and Dalkeith Road - 01,861
http://statistics.gov.scot/id/statistical-geography/S01008600,Newington and Dalkeith Road - 02,1161
http://statistics.gov.scot/id/statistical-geography/S01008601,Newington and Dalkeith Road - 03,2206
http://statistics.gov.scot/id/statistical-geography/S01008602,Newington and Dalkeith Road - 04,714
http://statistics.gov.scot/id/statistical-geography/S01008603,Newington and Dalkeith Road - 05,1426
http://statistics.gov.scot/id/statistical-geography/S01009948,Newlands - 01,776
http://statistics.gov.scot/id/statistical-geography/S01009949,Newlands - 02,879
http://statistics.gov.scot/id/statistical-geography/S01009950,Newlands - 03,696
http://statistics.gov.scot/id/statistical-geography/S01009951,Newlands - 04,699
http://statistics.gov.scot/id/statistical-geography/S01009952,Newlands - 05,699
http://statistics.gov.scot/id/statistical-geography/S01009953,Newlands - 06,898
http://statistics.gov.scot/id/statistical-geography/S01009954,Newlands - 07,704
http://statistics.gov.scot/id/statistical-geography/S01009498,Newliston,605
http://statistics.gov.scot/id/statistical-geography/S01006946,Newmachar and Fintray - 01,743
http://statistics.gov.scot/id/statistical-geography/S01006947,Newmachar and Fintray - 02,834
http://statistics.gov.scot/id/statistical-geography/S01006948,Newmachar and Fintray - 03,842
http://statistics.gov.scot/id/statistical-geography/S01006949,Newmachar and Fintray - 04,716
http://statistics.gov.scot/id/statistical-geography/S01006950,Newmachar and Fintray - 05,645
http://statistics.gov.scot/id/statistical-geography/S01006951,Newmachar and Fintray - 06,433
http://statistics.gov.scot/id/statistical-geography/S01011417,Newmains - 01,805
http://statistics.gov.scot/id/statistical-geography/S01011418,Newmains - 02,529
http://statistics.gov.scot/id/statistical-geography/S01011419,Newmains - 03,556
http://statistics.gov.scot/id/statistical-geography/S01011420,Newmains - 04,473
http://statistics.gov.scot/id/statistical-geography/S01011421,Newmains - 05,654
http://statistics.gov.scot/id/statistical-geography/S01011422,Newmains - 06,588
http://statistics.gov.scot/id/statistical-geography/S01011423,Newmains - 07,531
http://statistics.gov.scot/id/statistical-geography/S01011424,Newmains - 08,551
http://statistics.gov.scot/id/statistical-geography/S01011425,Newmains - 09,852
http://statistics.gov.scot/id/statistical-geography/S01009279,Newmills,585
http://statistics.gov.scot/id/statistical-geography/S01007945,Newmilns - 01,783
http://statistics.gov.scot/id/statistical-geography/S01007946,Newmilns - 02,725
http://statistics.gov.scot/id/statistical-geography/S01007947,Newmilns - 03,646
http://statistics.gov.scot/id/statistical-geography/S01007948,Newmilns - 04,625
http://statistics.gov.scot/id/statistical-geography/S01009753,Newport Central,696
http://statistics.gov.scot/id/statistical-geography/S01009754,Newport East,869
http://statistics.gov.scot/id/statistical-geography/S01009755,Newport North East,701
http://statistics.gov.scot/id/statistical-geography/S01009752,Newport West,595
http://statistics.gov.scot/id/statistical-geography/S01012506,Newton North - 01,471
http://statistics.gov.scot/id/statistical-geography/S01012507,Newton North - 02,911
http://statistics.gov.scot/id/statistical-geography/S01012508,Newton North - 03,772
http://statistics.gov.scot/id/statistical-geography/S01012509,Newton North - 04,542
http://statistics.gov.scot/id/statistical-geography/S01012510,Newton North - 05,961
http://statistics.gov.scot/id/statistical-geography/S01012511,Newton North - 06,580
http://statistics.gov.scot/id/statistical-geography/S01007513,Newton Stewart - 01,945
http://statistics.gov.scot/id/statistical-geography/S01007514,Newton Stewart - 02,496
http://statistics.gov.scot/id/statistical-geography/S01007515,Newton Stewart - 03,650
http://statistics.gov.scot/id/statistical-geography/S01007516,Newton Stewart - 04,601
http://statistics.gov.scot/id/statistical-geography/S01007517,Newton Stewart - 05,461
http://statistics.gov.scot/id/statistical-geography/S01007518,Newton Stewart - 06,820
http://statistics.gov.scot/id/statistical-geography/S01007519,Newton Stewart - 07,407
http://statistics.gov.scot/id/statistical-geography/S01007520,Newton Stewart - 08,983
http://statistics.gov.scot/id/statistical-geography/S01011031,Newtongrange - 01,960
http://statistics.gov.scot/id/statistical-geography/S01011032,Newtongrange - 02,789
http://statistics.gov.scot/id/statistical-geography/S01011033,Newtongrange - 03,637
http://statistics.gov.scot/id/statistical-geography/S01011034,Newtongrange - 04,619
http://statistics.gov.scot/id/statistical-geography/S01011035,Newtongrange - 05,625
http://statistics.gov.scot/id/statistical-geography/S01011036,Newtongrange - 06,594
http://statistics.gov.scot/id/statistical-geography/S01006839,Newtonhill - 01,957
http://statistics.gov.scot/id/statistical-geography/S01006840,Newtonhill - 02,1092
http://statistics.gov.scot/id/statistical-geography/S01006841,Newtonhill - 03,858
http://statistics.gov.scot/id/statistical-geography/S01012345,Newtown St Boswells - North,784
http://statistics.gov.scot/id/statistical-geography/S01012344,Newtown St Boswells - South,642
http://statistics.gov.scot/id/statistical-geography/S01008706,Niddrie - 01,602
http://statistics.gov.scot/id/statistical-geography/S01008707,Niddrie - 02,974
http://statistics.gov.scot/id/statistical-geography/S01008708,Niddrie - 03,1065
http://statistics.gov.scot/id/statistical-geography/S01008709,Niddrie - 04,721
http://statistics.gov.scot/id/statistical-geography/S01008710,Niddrie - 05,461
http://statistics.gov.scot/id/statistical-geography/S01008711,Niddrie - 06,792
http://statistics.gov.scot/id/statistical-geography/S01009775,Nitshill - 01,958
http://statistics.gov.scot/id/statistical-geography/S01009776,Nitshill - 02,645
http://statistics.gov.scot/id/statistical-geography/S01009777,Nitshill - 03,461
http://statistics.gov.scot/id/statistical-geography/S01009778,Nitshill - 04,823
http://statistics.gov.scot/id/statistical-geography/S01009779,Nitshill - 05,631
http://statistics.gov.scot/id/statistical-geography/S01009780,Nitshill - 06,690
http://statistics.gov.scot/id/statistical-geography/S01009781,Nitshill - 07,573
http://statistics.gov.scot/id/statistical-geography/S01009782,Nitshill - 08,736
http://statistics.gov.scot/id/statistical-geography/S01009783,Nitshill - 09,688
http://statistics.gov.scot/id/statistical-geography/S01010118,North Barlanark and Easterhouse South - 01,899
http://statistics.gov.scot/id/statistical-geography/S01010119,North Barlanark and Easterhouse South - 02,539
http://statistics.gov.scot/id/statistical-geography/S01010120,North Barlanark and Easterhouse South - 03,1014
http://statistics.gov.scot/id/statistical-geography/S01010121,North Barlanark and Easterhouse South - 04,615
http://statistics.gov.scot/id/statistical-geography/S01010122,North Barlanark and Easterhouse South - 05,503
http://statistics.gov.scot/id/statistical-geography/S01008058,North Castlehill and Thorn - 01,870
http://statistics.gov.scot/id/statistical-geography/S01008059,North Castlehill and Thorn - 02,680
http://statistics.gov.scot/id/statistical-geography/S01008060,North Castlehill and Thorn - 03,837
http://statistics.gov.scot/id/statistical-geography/S01008061,North Castlehill and Thorn - 04,1214
http://statistics.gov.scot/id/statistical-geography/S01008062,North Castlehill and Thorn - 05,866
http://statistics.gov.scot/id/statistical-geography/S01008406,North Giffnock and North Thornliebank - 01,1029
http://statistics.gov.scot/id/statistical-geography/S01008407,North Giffnock and North Thornliebank - 02,526
http://statistics.gov.scot/id/statistical-geography/S01008408,North Giffnock and North Thornliebank - 03,687
http://statistics.gov.scot/id/statistical-geography/S01008409,North Giffnock and North Thornliebank - 04,881
http://statistics.gov.scot/id/statistical-geography/S01008410,North Giffnock and North Thornliebank - 05,691
http://statistics.gov.scot/id/statistical-geography/S01011037,North Gorebridge - 01,1069
http://statistics.gov.scot/id/statistical-geography/S01011038,North Gorebridge - 02,993
http://statistics.gov.scot/id/statistical-geography/S01011039,North Gorebridge - 03,1020
http://statistics.gov.scot/id/statistical-geography/S01009736,North Haugh,1754
http://statistics.gov.scot/id/statistical-geography/S01011935,North Inch - 01,803
http://statistics.gov.scot/id/statistical-geography/S01011936,North Inch - 02,776
http://statistics.gov.scot/id/statistical-geography/S01011937,North Inch - 03,686
http://statistics.gov.scot/id/statistical-geography/S01010369,North Kelvin - 01,793
http://statistics.gov.scot/id/statistical-geography/S01010370,North Kelvin - 02,707
http://statistics.gov.scot/id/statistical-geography/S01010371,North Kelvin - 03,1227
http://statistics.gov.scot/id/statistical-geography/S01010372,North Kelvin - 04,565
http://statistics.gov.scot/id/statistical-geography/S01010373,North Kelvin - 05,892
http://statistics.gov.scot/id/statistical-geography/S01008362,North Kirkhill - 01,1240
http://statistics.gov.scot/id/statistical-geography/S01008363,North Kirkhill - 02,776
http://statistics.gov.scot/id/statistical-geography/S01008364,North Kirkhill - 03,783
http://statistics.gov.scot/id/statistical-geography/S01008365,North Kirkhill - 04,678
http://statistics.gov.scot/id/statistical-geography/S01008772,North Leith and Newhaven - 01,774
http://statistics.gov.scot/id/statistical-geography/S01008773,North Leith and Newhaven - 02,1005
http://statistics.gov.scot/id/statistical-geography/S01008774,North Leith and Newhaven - 03,1030
http://statistics.gov.scot/id/statistical-geography/S01008775,North Leith and Newhaven - 04,618
http://statistics.gov.scot/id/statistical-geography/S01008776,North Leith and Newhaven - 05,864
http://statistics.gov.scot/id/statistical-geography/S01008777,North Leith and Newhaven - 06,1130
http://statistics.gov.scot/id/statistical-geography/S01012410,North Mainland - 01,1072
http://statistics.gov.scot/id/statistical-geography/S01012411,North Mainland - 02,866
http://statistics.gov.scot/id/statistical-geography/S01012412,North Mainland - 03,634
http://statistics.gov.scot/id/statistical-geography/S01011926,North Muirton and Old Scone - 01,582
http://statistics.gov.scot/id/statistical-geography/S01011927,North Muirton and Old Scone - 02,597
http://statistics.gov.scot/id/statistical-geography/S01011928,North Muirton and Old Scone - 03,656
http://statistics.gov.scot/id/statistical-geography/S01011929,North Muirton and Old Scone - 04,672
http://statistics.gov.scot/id/statistical-geography/S01011930,North Muirton and Old Scone - 05,663
http://statistics.gov.scot/id/statistical-geography/S01009384,North Queensferry,560
http://statistics.gov.scot/id/statistical-geography/S01009385,North Queensferry Ferryhills,493
http://statistics.gov.scot/id/statistical-geography/S01011050,North Speyside - 01,780
http://statistics.gov.scot/id/statistical-geography/S01011051,North Speyside - 02,1013
http://statistics.gov.scot/id/statistical-geography/S01011052,North Speyside - 03,795
http://statistics.gov.scot/id/statistical-geography/S01011053,North Speyside - 04,591
http://statistics.gov.scot/id/statistical-geography/S01011054,North Speyside - 05,521
http://statistics.gov.scot/id/statistical-geography/S01012413,North and East Isles - 01,913
http://statistics.gov.scot/id/statistical-geography/S01012414,North and East Isles - 02,699
http://statistics.gov.scot/id/statistical-geography/S01012415,North and East Isles - 03,596
http://statistics.gov.scot/id/statistical-geography/S01012416,North and East Isles - 04,507
http://statistics.gov.scot/id/statistical-geography/S01007925,Northern and Irvine Valley Rural - 01,446
http://statistics.gov.scot/id/statistical-geography/S01007926,Northern and Irvine Valley Rural - 02,481
http://statistics.gov.scot/id/statistical-geography/S01007927,Northern and Irvine Valley Rural - 03,762
http://statistics.gov.scot/id/statistical-geography/S01007928,Northern and Irvine Valley Rural - 04,999
http://statistics.gov.scot/id/statistical-geography/S01007929,Northern and Irvine Valley Rural - 05,1596
http://statistics.gov.scot/id/statistical-geography/S01007930,Northern and Irvine Valley Rural - 06,652
http://statistics.gov.scot/id/statistical-geography/S01007931,Northern and Irvine Valley Rural - 07,1140
http://statistics.gov.scot/id/statistical-geography/S01006719,Northfield - 01,902
http://statistics.gov.scot/id/statistical-geography/S01006720,Northfield - 02,566
http://statistics.gov.scot/id/statistical-geography/S01006721,Northfield - 03,917
http://statistics.gov.scot/id/statistical-geography/S01006722,Northfield - 04,715
http://statistics.gov.scot/id/statistical-geography/S01006723,Northfield - 05,643
http://statistics.gov.scot/id/statistical-geography/S01006724,Northfield - 06,984
http://statistics.gov.scot/id/statistical-geography/S01006725,Northfield - 07,637
http://statistics.gov.scot/id/statistical-geography/S01008743,Northfield and Piershill - 01,938
http://statistics.gov.scot/id/statistical-geography/S01008744,Northfield and Piershill - 02,1118
http://statistics.gov.scot/id/statistical-geography/S01008745,Northfield and Piershill - 03,510
http://statistics.gov.scot/id/statistical-geography/S01008746,Northfield and Piershill - 04,1054
http://statistics.gov.scot/id/statistical-geography/S01009028,Northwest Lewis - 01,444
http://statistics.gov.scot/id/statistical-geography/S01009029,Northwest Lewis - 02,605
http://statistics.gov.scot/id/statistical-geography/S01009030,Northwest Lewis - 03,693
http://statistics.gov.scot/id/statistical-geography/S01009031,Northwest Lewis - 04,727
http://statistics.gov.scot/id/statistical-geography/S01009032,Northwest Lewis - 05,560
http://statistics.gov.scot/id/statistical-geography/S01009033,Northwest Lewis - 06,716
http://statistics.gov.scot/id/statistical-geography/S01007613,Nunholm - 01,734
http://statistics.gov.scot/id/statistical-geography/S01007614,Nunholm - 02,955
http://statistics.gov.scot/id/statistical-geography/S01007615,Nunholm - 03,1051
http://statistics.gov.scot/id/statistical-geography/S01007616,Nunholm - 04,662
http://statistics.gov.scot/id/statistical-geography/S01009272,Oakley East,685
http://statistics.gov.scot/id/statistical-geography/S01009269,Oakley North,860
http://statistics.gov.scot/id/statistical-geography/S01007297,Oban North - 01,821
http://statistics.gov.scot/id/statistical-geography/S01007298,Oban North - 02,523
http://statistics.gov.scot/id/statistical-geography/S01007299,Oban North - 03,807
http://statistics.gov.scot/id/statistical-geography/S01007300,Oban North - 04,480
http://statistics.gov.scot/id/statistical-geography/S01007289,Oban South - 01,780
http://statistics.gov.scot/id/statistical-geography/S01007290,Oban South - 02,1042
http://statistics.gov.scot/id/statistical-geography/S01007291,Oban South - 03,642
http://statistics.gov.scot/id/statistical-geography/S01007292,Oban South - 04,741
http://statistics.gov.scot/id/statistical-geography/S01007293,Oban South - 05,726
http://statistics.gov.scot/id/statistical-geography/S01007294,Oban South - 06,829
http://statistics.gov.scot/id/statistical-geography/S01007295,Oban South - 07,471
http://statistics.gov.scot/id/statistical-geography/S01007296,Oban South - 08,535
http://statistics.gov.scot/id/statistical-geography/S01006671,Old Aberdeen - 01,1834
http://statistics.gov.scot/id/statistical-geography/S01006672,Old Aberdeen - 02,774
http://statistics.gov.scot/id/statistical-geography/S01006673,Old Aberdeen - 03,817
http://statistics.gov.scot/id/statistical-geography/S01006674,Old Aberdeen - 04,920
http://statistics.gov.scot/id/statistical-geography/S01010147,Old Shettleston and Parkhead North - 01,959
http://statistics.gov.scot/id/statistical-geography/S01010148,Old Shettleston and Parkhead North - 02,1123
http://statistics.gov.scot/id/statistical-geography/S01010149,Old Shettleston and Parkhead North - 03,1231
http://statistics.gov.scot/id/statistical-geography/S01010150,Old Shettleston and Parkhead North - 04,738
http://statistics.gov.scot/id/statistical-geography/S01010151,Old Shettleston and Parkhead North - 05,651
http://statistics.gov.scot/id/statistical-geography/S01008674,"Old Town, Princes Street and Leith Street - 01",1262
http://statistics.gov.scot/id/statistical-geography/S01008675,"Old Town, Princes Street and Leith Street - 02",853
http://statistics.gov.scot/id/statistical-geography/S01008676,"Old Town, Princes Street and Leith Street - 03",682
http://statistics.gov.scot/id/statistical-geography/S01008677,"Old Town, Princes Street and Leith Street - 04",883
http://statistics.gov.scot/id/statistical-geography/S01008678,"Old Town, Princes Street and Leith Street - 05",1410
http://statistics.gov.scot/id/statistical-geography/S01008679,"Old Town, Princes Street and Leith Street - 06",1517
http://statistics.gov.scot/id/statistical-geography/S01006768,Oldmachar East - 01,618
http://statistics.gov.scot/id/statistical-geography/S01006769,Oldmachar East - 02,902
http://statistics.gov.scot/id/statistical-geography/S01006770,Oldmachar East - 03,594
http://statistics.gov.scot/id/statistical-geography/S01006771,Oldmachar East - 04,410
http://statistics.gov.scot/id/statistical-geography/S01006772,Oldmachar East - 05,836
http://statistics.gov.scot/id/statistical-geography/S01006773,Oldmachar East - 06,873
http://statistics.gov.scot/id/statistical-geography/S01006774,Oldmachar East - 07,600
http://statistics.gov.scot/id/statistical-geography/S01006762,Oldmachar West - 01,1106
http://statistics.gov.scot/id/statistical-geography/S01006763,Oldmachar West - 02,815
http://statistics.gov.scot/id/statistical-geography/S01006764,Oldmachar West - 03,719
http://statistics.gov.scot/id/statistical-geography/S01006765,Oldmachar West - 04,555
http://statistics.gov.scot/id/statistical-geography/S01006766,Oldmachar West - 05,568
http://statistics.gov.scot/id/statistical-geography/S01006767,Oldmachar West - 06,652
http://statistics.gov.scot/id/statistical-geography/S01011512,Orbiston - 01,829
http://statistics.gov.scot/id/statistical-geography/S01011513,Orbiston - 02,730
http://statistics.gov.scot/id/statistical-geography/S01011514,Orbiston - 03,958
http://statistics.gov.scot/id/statistical-geography/S01011515,Orbiston - 04,476
http://statistics.gov.scot/id/statistical-geography/S01011516,Orbiston - 05,834
http://statistics.gov.scot/id/statistical-geography/S01011517,Orbiston - 06,510
http://statistics.gov.scot/id/statistical-geography/S01011518,Orbiston - 07,682
http://statistics.gov.scot/id/statistical-geography/S01009484,Oriel and Forth,859
http://statistics.gov.scot/id/statistical-geography/S01009532,Overton,826
http://statistics.gov.scot/id/statistical-geography/S01011357,Overtown - 01,767
http://statistics.gov.scot/id/statistical-geography/S01011358,Overtown - 02,502
http://statistics.gov.scot/id/statistical-geography/S01011359,Overtown - 03,685
http://statistics.gov.scot/id/statistical-geography/S01011360,Overtown - 04,760
http://statistics.gov.scot/id/statistical-geography/S01011361,Overtown - 05,545
http://statistics.gov.scot/id/statistical-geography/S01011362,Overtown - 06,564
http://statistics.gov.scot/id/statistical-geography/S01008529,Oxgangs - 01,700
http://statistics.gov.scot/id/statistical-geography/S01008530,Oxgangs - 02,721
http://statistics.gov.scot/id/statistical-geography/S01008531,Oxgangs - 03,766
http://statistics.gov.scot/id/statistical-geography/S01008532,Oxgangs - 04,468
http://statistics.gov.scot/id/statistical-geography/S01012341,Oxnam and Camptown Area,921
http://statistics.gov.scot/id/statistical-geography/S01012299,Oxton and Area,655
http://statistics.gov.scot/id/statistical-geography/S01012126,Paisley Central - 01,748
http://statistics.gov.scot/id/statistical-geography/S01012127,Paisley Central - 02,1434
http://statistics.gov.scot/id/statistical-geography/S01012128,Paisley Central - 03,532
http://statistics.gov.scot/id/statistical-geography/S01012129,Paisley Central - 04,680
http://statistics.gov.scot/id/statistical-geography/S01012130,Paisley Central - 05,1020
http://statistics.gov.scot/id/statistical-geography/S01012131,Paisley Central - 06,1101
http://statistics.gov.scot/id/statistical-geography/S01012132,Paisley Central - 07,755
http://statistics.gov.scot/id/statistical-geography/S01012133,Paisley Central - 08,740
http://statistics.gov.scot/id/statistical-geography/S01012115,Paisley Dykebar - 01,514
http://statistics.gov.scot/id/statistical-geography/S01012116,Paisley Dykebar - 02,584
http://statistics.gov.scot/id/statistical-geography/S01012117,Paisley Dykebar - 03,1400
http://statistics.gov.scot/id/statistical-geography/S01012118,Paisley Dykebar - 04,638
http://statistics.gov.scot/id/statistical-geography/S01012119,Paisley Dykebar - 05,858
http://statistics.gov.scot/id/statistical-geography/S01012120,Paisley East - 01,634
http://statistics.gov.scot/id/statistical-geography/S01012121,Paisley East - 02,1074
http://statistics.gov.scot/id/statistical-geography/S01012122,Paisley East - 03,717
http://statistics.gov.scot/id/statistical-geography/S01012123,Paisley East - 04,469
http://statistics.gov.scot/id/statistical-geography/S01012124,Paisley East - 05,480
http://statistics.gov.scot/id/statistical-geography/S01012125,Paisley East - 06,769
http://statistics.gov.scot/id/statistical-geography/S01012063,Paisley Ferguslie - 01,544
http://statistics.gov.scot/id/statistical-geography/S01012064,Paisley Ferguslie - 02,657
http://statistics.gov.scot/id/statistical-geography/S01012065,Paisley Ferguslie - 03,684
http://statistics.gov.scot/id/statistical-geography/S01012066,Paisley Ferguslie - 04,869
http://statistics.gov.scot/id/statistical-geography/S01012067,Paisley Ferguslie - 05,520
http://statistics.gov.scot/id/statistical-geography/S01012068,Paisley Ferguslie - 06,461
http://statistics.gov.scot/id/statistical-geography/S01012069,Paisley Ferguslie - 07,412
http://statistics.gov.scot/id/statistical-geography/S01012081,Paisley Foxbar - 01,729
http://statistics.gov.scot/id/statistical-geography/S01012082,Paisley Foxbar - 02,547
http://statistics.gov.scot/id/statistical-geography/S01012083,Paisley Foxbar - 03,683
http://statistics.gov.scot/id/statistical-geography/S01012084,Paisley Foxbar - 04,548
http://statistics.gov.scot/id/statistical-geography/S01012085,Paisley Foxbar - 05,654
http://statistics.gov.scot/id/statistical-geography/S01012086,Paisley Foxbar - 06,911
http://statistics.gov.scot/id/statistical-geography/S01012087,Paisley Foxbar - 07,723
http://statistics.gov.scot/id/statistical-geography/S01012146,Paisley Gallowhill and Hillington - 01,957
http://statistics.gov.scot/id/statistical-geography/S01012147,Paisley Gallowhill and Hillington - 02,717
http://statistics.gov.scot/id/statistical-geography/S01012148,Paisley Gallowhill and Hillington - 03,695
http://statistics.gov.scot/id/statistical-geography/S01012149,Paisley Gallowhill and Hillington - 04,880
http://statistics.gov.scot/id/statistical-geography/S01012150,Paisley Gallowhill and Hillington - 05,839
http://statistics.gov.scot/id/statistical-geography/S01012151,Paisley Gallowhill and Hillington - 06,682
http://statistics.gov.scot/id/statistical-geography/S01012152,Paisley Gallowhill and Hillington - 07,727
http://statistics.gov.scot/id/statistical-geography/S01012100,Paisley Glenburn East - 01,1051
http://statistics.gov.scot/id/statistical-geography/S01012101,Paisley Glenburn East - 02,730
http://statistics.gov.scot/id/statistical-geography/S01012102,Paisley Glenburn East - 03,648
http://statistics.gov.scot/id/statistical-geography/S01012103,Paisley Glenburn East - 04,887
http://statistics.gov.scot/id/statistical-geography/S01012095,Paisley Glenburn West - 01,1046
http://statistics.gov.scot/id/statistical-geography/S01012096,Paisley Glenburn West - 02,830
http://statistics.gov.scot/id/statistical-geography/S01012097,Paisley Glenburn West - 03,750
http://statistics.gov.scot/id/statistical-geography/S01012098,Paisley Glenburn West - 04,597
http://statistics.gov.scot/id/statistical-geography/S01012099,Paisley Glenburn West - 05,842
http://statistics.gov.scot/id/statistical-geography/S01012153,Paisley North - 01,559
http://statistics.gov.scot/id/statistical-geography/S01012154,Paisley North - 02,733
http://statistics.gov.scot/id/statistical-geography/S01012155,Paisley North - 03,529
http://statistics.gov.scot/id/statistical-geography/S01012156,Paisley North - 04,1085
http://statistics.gov.scot/id/statistical-geography/S01012157,Paisley North - 05,1048
http://statistics.gov.scot/id/statistical-geography/S01012158,Paisley North - 06,1198
http://statistics.gov.scot/id/statistical-geography/S01012134,Paisley North East - 01,1148
http://statistics.gov.scot/id/statistical-geography/S01012135,Paisley North East - 02,827
http://statistics.gov.scot/id/statistical-geography/S01012136,Paisley North East - 03,861
http://statistics.gov.scot/id/statistical-geography/S01012137,Paisley North East - 04,784
http://statistics.gov.scot/id/statistical-geography/S01012138,Paisley North East - 05,933
http://statistics.gov.scot/id/statistical-geography/S01012139,Paisley North East - 06,907
http://statistics.gov.scot/id/statistical-geography/S01012140,Paisley North East - 07,512
http://statistics.gov.scot/id/statistical-geography/S01012070,Paisley North West - 01,726
http://statistics.gov.scot/id/statistical-geography/S01012071,Paisley North West - 02,1013
http://statistics.gov.scot/id/statistical-geography/S01012072,Paisley North West - 03,1075
http://statistics.gov.scot/id/statistical-geography/S01012073,Paisley North West - 04,751
http://statistics.gov.scot/id/statistical-geography/S01012141,Paisley Ralston - 01,945
http://statistics.gov.scot/id/statistical-geography/S01012142,Paisley Ralston - 02,926
http://statistics.gov.scot/id/statistical-geography/S01012143,Paisley Ralston - 03,875
http://statistics.gov.scot/id/statistical-geography/S01012144,Paisley Ralston - 04,994
http://statistics.gov.scot/id/statistical-geography/S01012145,Paisley Ralston - 05,975
http://statistics.gov.scot/id/statistical-geography/S01012104,Paisley South - 01,824
http://statistics.gov.scot/id/statistical-geography/S01012105,Paisley South - 02,1058
http://statistics.gov.scot/id/statistical-geography/S01012106,Paisley South - 03,1063
http://statistics.gov.scot/id/statistical-geography/S01012107,Paisley South - 04,638
http://statistics.gov.scot/id/statistical-geography/S01012108,Paisley South East - 01,893
http://statistics.gov.scot/id/statistical-geography/S01012109,Paisley South East - 02,1017
http://statistics.gov.scot/id/statistical-geography/S01012110,Paisley South East - 03,789
http://statistics.gov.scot/id/statistical-geography/S01012111,Paisley South East - 04,650
http://statistics.gov.scot/id/statistical-geography/S01012112,Paisley South East - 05,710
http://statistics.gov.scot/id/statistical-geography/S01012113,Paisley South East - 06,928
http://statistics.gov.scot/id/statistical-geography/S01012114,Paisley South East - 07,933
http://statistics.gov.scot/id/statistical-geography/S01012088,Paisley South West - 01,716
http://statistics.gov.scot/id/statistical-geography/S01012089,Paisley South West - 02,757
http://statistics.gov.scot/id/statistical-geography/S01012090,Paisley South West - 03,832
http://statistics.gov.scot/id/statistical-geography/S01012091,Paisley South West - 04,490
http://statistics.gov.scot/id/statistical-geography/S01012092,Paisley South West - 05,481
http://statistics.gov.scot/id/statistical-geography/S01012093,Paisley South West - 06,524
http://statistics.gov.scot/id/statistical-geography/S01012094,Paisley South West - 07,791
http://statistics.gov.scot/id/statistical-geography/S01012074,Paisley West - 01,709
http://statistics.gov.scot/id/statistical-geography/S01012075,Paisley West - 02,631
http://statistics.gov.scot/id/statistical-geography/S01012076,Paisley West - 03,612
http://statistics.gov.scot/id/statistical-geography/S01012077,Paisley West - 04,695
http://statistics.gov.scot/id/statistical-geography/S01012078,Paisley West - 05,1105
http://statistics.gov.scot/id/statistical-geography/S01012079,Paisley West - 06,864
